binner	rank	precision	recall	size
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
pensive_curie_7	species	0.00	nan	0
